FID_WDPA_O,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG_ENG,DESIG_TYPE,IUCN,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,SCAPENAME,PROGRAM,COUNTRY,Region,sq_km
7138,21227,21227,Pen├¡nsula San Juli├ín,Pen├¡nsula San Juli├ín,Provincial Reserve,National,VI,Not Applicable,Designated,1986,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,74
7141,21238,21238,Domuyo,Domuyo,Protected Nature Area,National,VI,Not Applicable,Designated,1989,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,931
9084,30844,30844,Complejo Islote Lobos,Complejo Islote Lobos,Scientific Nature Reserve,National,VI,Not Applicable,Designated,1977,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-R,ARG,ARG,Not Applicable,Not Applicable,,,,,17
11870,61819,61819,Laguna Blanca,Laguna Blanca,National Reserve,National,VI,Not Applicable,Designated,1940,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_Laguna_Blanca.pdf,State Verified,1935,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,1
11871,61822,61822,Los Alerces,Los Alerces,National Reserve,National,VI,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_Los_Alerces.pdf,State Verified,1935,AR-U,ARG,ARG,Not Applicable,Not Applicable,,,,,714
11872,61823,61823,Los Glaciares,Los Glaciares,National Reserve,National,VI,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,74
11873,61824,61824,Nahuel Huapi,Nahuel Huapi,National Reserve,National,VI,Not Applicable,Designated,1934,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNNH_2019.pdf,State Verified,1935,AR-Q;AR-R,ARG,ARG,Not Applicable,Not Applicable,,,,,2377
11874,61827,61827,Perito Moreno,Perito Moreno,National Reserve,National,VI,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNPFPM.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,320
13539,67758,67758,Parque Nacional Laguna Blanca,Parque Nacional Laguna Blanca,"Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,Designated,1992,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,4
16918,94109,94109,Cueva del Milod├│n,Cueva del Milod├│n,Natural Monument,National,III,Not Applicable,Designated,1994,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/MN%20Cueva%20del%20Milod%C3%B3n.pdf,State Verified,1808,CL-MA,CHL,CHL,Not Applicable,Not Applicable,,,,,0
16920,94111,94111,Altos de Lircay,Altos de Lircay,National Reserve,National,IV,Not Applicable,Designated,1996,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20RN%20Altos%20de%20Lircay%201998.pdf,State Verified,1808,CL-ML,CHL,CHL,Not Applicable,Not Applicable,,,,,112
16924,94116,94116,Los Bellotos del Melado,Los Bellotos del Melado,National Reserve,National,IV,Not Applicable,Designated,1995,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/PM_RN_Bellotos_del_Melado.pdf,State Verified,1808,CL-ML,CHL,CHL,Not Applicable,Not Applicable,,,,,4
16926,94118,94118,Mocho - Choshuenco,Mocho - Choshuenco,National Reserve,National,IV,Not Applicable,Designated,1994,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20RN%20Mocho%20Choshuenco%202009.pdf,State Verified,1808,CL-LR,CHL,CHL,Not Applicable,Not Applicable,,,,,77
16928,94120,94120,Trapananda,Trapananda,National Reserve,National,IV,Not Applicable,Designated,1992,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20RN%20Trapananda%201997.PDF,State Verified,1808,CL-AI,CHL,CHL,Not Applicable,Not Applicable,,,,,23
16931,95145,95145,Yerba Loca,Yerba Loca,Nature Sanctuary,National,IV,Not Applicable,Designated,1973,Collaborative governance,Multiple ownership,Municipalidad de Lo Barnechea,http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/S.N.%20YERBA%20LOCA.PDF,State Verified,1808,CL-RM,CHL,CHL,Not Applicable,Not Applicable,,,,,439
16932,95209,95209,Futaleuf├║,Futaleuf├║,National Reserve,National,IV,Not Applicable,Designated,1998,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/PM_RN_Futaleufu.pdf,State Verified,1808,CL-LL,CHL,CHL,Not Applicable,Not Applicable,,,,,131
16958,95315,95315,Reserva Costa Atlantica de Tierra del Fuego,Reserva Costa Atlantica de Tierra del Fuego,"Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,Designated,1995,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1852,AR-V,ARG,ARG,Not Applicable,Not Applicable,,,,,34
16959,95316,95316,Reserva Provincial Laguna de Llancanelo,Reserva Provincial Laguna de Llancanelo,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(iii)(iv)(v),Designated,1995,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,,,,,422
17035,97478,97478,Rio Limay,Rio Limay,Protected Nature Area - Protected Landscape,National,V,Not Applicable,Designated,1996,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-R,ARG,ARG,Not Applicable,Not Applicable,,,,,166
17036,97481,97481,Bah├¡a de San Antonio,Bah├¡a de San Antonio,Protected Landscape,National,V,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-R,ARG,ARG,Not Applicable,Not Applicable,,,,,132
17037,97482,97482,Embalse Casa de Piedra,Embalse Casa de Piedra,Nature Reserve,National,VI,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-L,ARG,ARG,Not Applicable,Not Applicable,,,,,89
17038,97483,97483,R├¡a Azul - Lago Escondido,R├¡a Azul - Lago Escondido,Protected Nature Area,National,VI,Not Applicable,Designated,1994,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-R,ARG,ARG,Not Applicable,Not Applicable,,,,,766
17052,98129,98129,Costa Atl├íntica Tierra del Fuego,Costa Atl├íntica Tierra del Fuego,Hemispheric Shorebird Reserve,National,IV,Not Applicable,Designated,1992,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-V,ARG,ARG,Not Applicable,Not Applicable,,,,,13
40085,166726,166726,Lago Puelo,Lago Puelo,National Reserve,National,VI,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PLAN_DE_GESTION_PN_LAGO_PUELO_2019_2029.pdf,State Verified,1935,AR-U,ARG,ARG,Not Applicable,Not Applicable,,,,,60
40087,166732,166732,Auca Mahuida,Auca Mahuida,Multiple Use Nature Reserve,National,VI,Not Applicable,Designated,1996,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,764
40088,166734,"166734
",Manzano Historico,Manzano Historico,Protected Nature and Cultural and Landscape Reserve,National,V,Not Applicable,Designated,1995,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,,,,,9
56353,198291,198291,Pen├¡nsula Vald├®s,Pen├¡nsula Vald├®s,World Heritage Site (natural or mixed),International,Not Applicable,(x),Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,,,,,83
56544,300021,300021,Ca├▒ada Molina,Ca├▒ada Molina,Provincial Nature Monument,National,III,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,2
56545,300024,300024,Caverna de las Brujas,Caverna de las Brujas,Nature Reserve,National,IV,Not Applicable,Designated,1990,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,,,,,1
56547,300031,300031,Lago Epuy├®n,Lago Epuy├®n,Forest Reserve,National,VI,Not Applicable,Designated,2003,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,,,,,189
56549,300035,300035,El Mangrullo,El Mangrullo,Multiple Use Reserve,National,VI,Not Applicable,Designated,1996,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,88
56554,300054,300054,Isla Pinguinos,Isla Pinguinos,Provincial Reserve,National,VI,Not Applicable,Designated,1992,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,2
56556,300059,300059,Lago Baggilt,Lago Baggilt,Protected Nature Area,National,VI,Not Applicable,Designated,1996,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,,,,,18
56557,300062,300062,Laguna del Diamante,Laguna del Diamante,Nature Reserve,National,II,Not Applicable,Designated,1994,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,,,,,1979
56562,300073,300073,Nant y Fall (Arroyo Las Ca├¡das),Nant y Fall (Arroyo Las Ca├¡das),Tourist Nature Reserve,National,VI,Not Applicable,Designated,1995,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,,,,,6
56564,300076,300076,Pen├¡nsula de Magallanes,Pen├¡nsula de Magallanes,Provincial Reserve and Park,National,VI,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,306
56568,300083,300083,R├¡o Turbio,R├¡o Turbio,Provincial Park and Forest Reserve,National,II,Not Applicable,Designated,1994,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,,,,,710
64935,317180,317180,Los Huemules de Niblinto,Los Huemules de Niblinto,National Reserve,National,IV,Not Applicable,Designated,1999,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20RN%20Los%20Huemules%20del%20Niblinto%202000.PDF,State Verified,1808,CL-NB,CHL,CHL,Not Applicable,Not Applicable,,,,,70
65017,317329,317329,Francisco Coloane,Francisco Coloane,Marine and Coastal Protected Area,National,IV,Not Applicable,Designated,2004,Federal or national ministry or agency,State,Comisi├│n Regional de Area Marine Costera Protegida (CRAMCP) and Servicio Nacional de Pesca (SERNAPESCA),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Proyecto%20dise%C3%B1o%20Plan%20de%20Manejo.pdf,State Verified,1808,CL-MA,CHL,CHL,Not Applicable,Not Applicable,,,,,653
4,6,6,Los Glaciares,Los Glaciares,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,0
65,89,89,Torres del Paine,Torres del Paine,National Park,National,II,Not Applicable,Designated,1959,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/P.N.%20%20Torres%20del%20Paine%20%20%202007.PDF,State Verified,1808,CL-MA,CHL,CHL,Not Applicable,Not Applicable,,,,,0
4,6,6,Los Glaciares,Los Glaciares,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,3096
1329,2570,2570,Los Glaciares National Park,Parque Nacional Los Glaciares,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(viii),Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,Not Reported,ARG,ARG,Not Applicable,Not Applicable,,,,,3096
4,6,6,Los Glaciares,Los Glaciares,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,778
3256,9414,9414,Bernardo O'Higgins,Bernardo O'Higgins,National Park,National,II,Not Applicable,Designated,1969,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20PN%20Bernardo%20Ohiggins.pdf,State Verified,1808,"CL-MA, CL-AI",CHL,CHL,Not Applicable,Not Applicable,,,,,778
4,6,6,Los Glaciares,Los Glaciares,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,15
56564,300076,300076,Pen├¡nsula de Magallanes,Pen├¡nsula de Magallanes,Provincial Reserve and Park,National,VI,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,,,,,15
5,7,7,Lan├¡n,Lan├¡n,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PlanGestionPNLanin.pdf,State Verified,1935,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,0
67,91,91,Villarrica,Villarrica,National Park,National,II,Not Applicable,Designated,1941,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20manejo%202013.pdf,State Verified,1808,CL-AR,CHL,CHL,Not Applicable,Not Applicable,,,,,0
5,7,7,Lan├¡n,Lan├¡n,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PlanGestionPNLanin.pdf,State Verified,1935,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,0
1895,4330,4330,Lan├¡n,Lan├¡n,National Reserve,National,VI,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PlanGestionPNLanin.pdf,State Verified,1935,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,0
5,7,7,Lan├¡n,Lan├¡n,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PlanGestionPNLanin.pdf,State Verified,1935,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,2
2196,5196,5196,Araucarias,Araucarias,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1983,Federal or national ministry or agency,Not Reported,Corporaci├│n Nacional Forestal (CONAF),Not Rerported,State Verified,1808,CL-AR,CHL,CHL,Not Applicable,Not Applicable,,,,,2
5,7,7,Lan├¡n,Lan├¡n,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PlanGestionPNLanin.pdf,State Verified,1935,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,0
3731,10706,10706,Villarrica,Villarrica,Forest Reserve,National,IV,Not Applicable,Designated,1912,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20Villarrica%202013.pdf,State Verified,1808,CL-AR,CHL,CHL,Not Applicable,Not Applicable,,,,,0
12,17,17,Lago Puelo,Lago Puelo,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PLAN_DE_GESTION_PN_LAGO_PUELO_2019_2029.pdf,State Verified,1935,AR-U,ARG,ARG,Not Applicable,Not Applicable,,,,,13
56568,300083,300083,R├¡o Turbio,R├¡o Turbio,Provincial Park and Forest Reserve,National,II,Not Applicable,Designated,1994,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,,,,,13
14,19,19,Laguna Blanca,Laguna Blanca,National Park,National,II,Not Applicable,Designated,1940,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_Laguna_Blanca.pdf,State Verified,1935,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,75
13539,67758,67758,Parque Nacional Laguna Blanca,Parque Nacional Laguna Blanca,"Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,Designated,1992,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,,,,,75
62,83,83,Laguna San Rafael,Laguna San Rafael,National Park,National,II,Not Applicable,Designated,1959,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),Not Reported,State Verified,1808,CL-AI,CHL,CHL,Not Applicable,Not Applicable,,,,,17005
1322,2548,2548,Laguna San Rafael,Laguna San Rafael,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1979,Federal or national ministry or agency,Not Reported,Corporaci├│n Nacional Forestal (CONAF),Not Reported,State Verified,1808,CL-AI,CHL,CHL,Not Applicable,Not Applicable,,,,,17005
64,88,88,Vicente P├®rez Rosales,Vicente P├®rez Rosales,National Park,National,II,Not Applicable,Designated,1926,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/PN%20Vicente%20Perez%20Rosales.pdf,State Verified,1808,CL-LL,CHL,CHL,Not Applicable,Not Applicable,,,,,4
66,90,90,Puyehue,Puyehue,National Park,National,II,Not Applicable,Designated,1941,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20PN%20Puyehue.pdf,State Verified,1808,CL-LL,CHL,CHL,Not Applicable,Not Applicable,,,,,4
64,88,88,Vicente P├®rez Rosales,Vicente P├®rez Rosales,National Park,National,II,Not Applicable,Designated,1926,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/PN%20Vicente%20Perez%20Rosales.pdf,State Verified,1808,CL-LL,CHL,CHL,Not Applicable,Not Applicable,,,,,17
1301,2497,2497,Nahuel Huapi,Nahuel Huapi,National Park,National,II,Not Applicable,Designated,1934,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNNH_2019.pdf,State Verified,1935,AR-Q;AR-R,ARG,ARG,Not Applicable,Not Applicable,,,,,17
65,89,89,Torres del Paine,Torres del Paine,National Park,National,II,Not Applicable,Designated,1959,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/P.N.%20%20Torres%20del%20Paine%20%20%202007.PDF,State Verified,1808,CL-MA,CHL,CHL,Not Applicable,Not Applicable,,,,,2009
